sum_rate_mean,sum_rate_std,iterations_mean,iterations_std,energy_norm_mean,energy_norm_std,time_s_mean,time_s_std,circuit_evals_mean,circuit_evals_std,peak_mem_mb_mean,peak_mem_mb_std,conv_std_mean,conv_std_std,conv_slope_mean,conv_slope_std,method,speed_ms
0.9957018487804805,1.1000746615307166,2203.57,29.35617652215629,2825.355,44.03426478323443,15.096442782878876,2.42339413959983,1243.57,29.356176522156286,0.07594951629638672,0.008205641877602072,0.23117924552149793,0.16309800438719227,0.00021011629575370738,0.0017865794482673273,qaoa,5
0.7143553154827057,0.876523704161993,913.0,0.0,841.0,0.0,25.037543170452118,4.205463799290943,7280.0,0.0,7.3304299545288085,0.032900895345993504,0.24387424403341776,0.21510273802700372,0.00034970268202565705,0.002002453827917281,qddpg,5
0.7123228533447843,0.8697741574354454,480.0,0.0,584.0,0.0,22.937351384162902,3.5432742737160536,8880.0,0.0,1.5000353145599366,0.0009844870222317811,0.2448741781695548,0.2127434472355938,-1.5317733710816335e-05,0.0018550050964730401,qppo,5
1.113316854023623,1.454973299301812,2203.71,26.93744419947817,2825.565,40.40616629921725,13.514512350559235,1.9129625090992641,1243.71,26.93744419947817,0.07578363418579101,0.007829440380215023,0.23291864922875624,0.1914230897622132,0.0002272838245404571,0.004250739548402093,qaoa,10
0.8268013407999862,1.2083719663522037,913.0,0.0,841.0,0.0,22.121261003017427,2.185566921748106,7280.0,0.0,7.3304290771484375,0.03289659709664238,0.2495647746471757,0.24299058416641703,0.000360551846437285,0.003708686018862285,qddpg,10
0.8301059407037412,1.2191625899692735,480.0,0.0,584.0,0.0,20.354612584114076,1.9551776461657986,8880.0,0.0,1.5002784061431884,0.0013065449738895983,0.2523529209345546,0.2510334279926555,0.00046995154088372336,0.003575408731233193,qppo,10
0.44080156729034103,0.8673779964489248,2206.13,26.357031319934343,2829.195,39.535546979901525,13.055590238571167,0.8356876109447327,1246.13,26.357031319934343,0.07606186866760253,0.00828436932541036,0.11601620792403575,0.13630778562110246,-0.0007758436346852427,0.0027371299456320415,qaoa,20
0.3105962681058093,0.7095729593766174,913.0,0.0,841.0,0.0,21.747149007320402,1.731655345244407,7280.0,0.0,7.330429515838623,0.032898746294439056,0.11584657895203847,0.16956645340574777,-0.00048005928547268316,0.0027896278381081387,qddpg,20
0.311913851354694,0.7184463220372374,480.0,0.0,584.0,0.0,19.96583671808243,1.2425285857126078,8880.0,0.0,1.5000705909729004,0.0011602422583149117,0.11821468560098015,0.1739981381465892,-0.0004934811221762148,0.0023691570699774624,qppo,20
0.2018075220962235,0.49787273969467816,2194.3,119.92159938893411,2811.45,179.88239908340114,12.787644441127776,0.6739501952622092,1234.3,119.92159938893411,0.07582352638244629,0.00845449724878595,0.07332995823684034,0.15806905949598615,0.0009209472891950724,0.005542020175265024,qaoa,30
0.13666927743983787,0.3752245039083188,913.0,0.0,841.0,0.0,21.272467255592346,1.2643993362456982,7280.0,0.0,7.3304299545288085,0.032900895345993504,0.06371291793128425,0.15070381388289733,0.0007232860473438396,0.0045091000865543854,qddpg,30
0.13625792514757018,0.3719001761585673,480.0,0.0,584.0,0.0,19.606510980129244,1.06988908168541,8880.0,0.0,1.5001131534576415,0.0011067622828231814,0.06606706686539354,0.15716028149877062,0.000800287478462405,0.004641213786071237,qppo,30
